,name,description,ability,related_subjects,type
41,입체 조형,"‘입체 조형’은 3차원의 공간에서 이루어지는 표현 활동으로 다양한 조형 요소와 원리의 시각적, 촉각적 효과를 이해하고 입체 재료와 용구, 다양한 기법을 활용하여 대상의 특징이나 자신의 생각을 표현하는 기초 과목이다. 입체 조형에 대한 탐구를 토대로 학습자 자신의 전공 실기에 대한 이해의 폭을 넓히거나 표현 능력을 심화하는 데 도움이 되도록 한다. 
  학습자는 ‘입체 조형’ 과목을 통해 미적 감수성, 시각적 소통 능력, 창의‧융합 능력을 기를 수 있다. 이를 자세히 살펴보면 다음과 같다. 첫째, 공간 속 대상이 지니는 아름다움과 미적 가치를 느낌으로써 삶의 질적 향상과 행복을 창출할 수 있는 능력을 기를 수 있다. 둘째, 자신의 생각과 느낌을 3차원의 공간에 효과적으로 표현하고, 타인의 표현을 올바르게 이해하고 판단함으로써 서로 소통할 수 있는 능력을 기를 수 있다. 셋째, 미술 분야의 전문 지식과 소양을 토대로 자신이 학습하거나 경험한 다양한 현상을 융합하여 활용할 수 있는 표현 능력을 기를 수 있다. 이를 위한 ‘입체 도형’ 과목의 주요 내용 요소는 동서양의 전통과 현대의 입체 조형 매체, 표현 기법과 제작 과정 등이 된다. 이러한 입체 조형에 대한 이해와 표현 활동을 통하여 자신의 전공 실기 능력의 폭을 넓히거나 심화한다. ", ,[],prof
42,매체 미술,"‘매체 미술’ 과목은 현대 미술의 새로운 표현 수단으로 등장한 각종 매체를 활용한 미술의 개념과 성격을 이해하고 이를 활용한 창의적 표현 방법을 익히도록 하는 과목이다. 최근 과학･기술의 급속한 발전의 영향으로 뉴 미디어 기술이 다양하게 활용되고 있는 현대 미술의 특성을 고려할 때, 새로운 표현 기술과 방법을 통해서 미술의 영역을 확장하고 있는 매체 미술에 대한 학습의 필요성이 대두되고 있다. 일반적으로 매체 미술은 표현 매체의 유형이나 정보 처리 방식, 전달 및 소통 방식, 공간적 성격 등에 따라 사진, 디지털 영상, 애니메이션, 컴퓨터 그래픽스, 영화와 비디오, 홀로그램, 레이저 아트, 인터넷 아트 등으로 구분되고 있으며, 새로운 유형의 매체와 표현 기술이 끊임없이 개발됨에 따라 매체 미술의 종류와 특성 또한 계속 확장되고 있다. 
  ‘매체 미술’ 과목의 학습을 통해 학습자들은 새로운 미술 표현의 특성을 이해하고 현대 미술의 방향성을 가늠할 수 있으며, 매체 활용 능력, 융합적인 사고 능력, 문제 해결 능력을 기를 수 있다. 이를 자세히 살펴보면 다음과 같다. 첫째, 매체 미술의 종류에 따른 표현 방법을 익혀 다양한 영상 매체를 효과적으로 활용하여 의도에 맞게 표현할 수 있는 능력을 기를 수 있다. 둘째, 다양한 매체의 표현 원리를 파악하는 과정에서 과학 및기술 교과 등 다양한 학문의 영역을 아우르는 융합적 사고 능력을 기를 수 있다. 셋째, 표현 주제 및 대상에 대한 사고 전개 과정에서 다양한 정보와 적절한 매체를 효과적으로 활용하고 응용하는 문제 해결 능력을 기를 수 있다. 이 과목에서는 사진, 디지털 영상, 애니메이션 등의 표현 기법과 제작 과정 등이 주요 내용 요소가 된다. 이러한 매체 미술에 대한 이해와 표현 활동을 통하여 학습자 자신의 전공 실기 능력의 폭을 넓히거나 심화한다.", ,[],prof
43,미술 전공 실기,"‘미술 전공 실기’는 자신의 전공과 관련 있는 표현 활동을 통하여 여러 가지 표현 기법을 깊이 있게 익히고 탐색하는 과목이다. 나아가 표현 의도와 목적에 맞는 창작 활동과 작품 발표 및 포트폴리오와 미술 활동 보고서 등의 제작으로 미술에 대한 전문성을 길러 자신의 진로와 직업을 구체화하는 데 도움이 되도록 한다.
  미술 전공 실기는 자신의 전공과 관련된 여러 가지 표현 기법을 탐색하고 연마함으로써 전공 표현 능력과 진로 개발 능력을 길러준다. 또한 예술계 전문 교과의 ‘미술 이론’, ‘미술사’, ‘드로잉’, ‘평면 조형’, ‘입체 조형’, ‘매체 미술’ 등에서 학습하는 내용과 경험을 미술 전공 실기와 연계하여 활용함으로써 창의성과 전문성을 함양하는 데 목표를 둔다.
  미술 전공 실기는 전공별 표현 특성, 재료와 용구의 사용 방법, 표현 형식의 종류를 이해하고 여러 가지 현상 및 대상에 대한 표현 방법을 구체적으로 실습한다. 이를 토대로 학습자는 자신의 생각과 느낌을 효과적이고 창의적인 방식으로 표현하는 훈련을 통해서 미술 작품 제작의 전 과정을 주체적으로 수행하는 능력을 기른다. 학습자는 이러한 ‘미술 전공 실기’ 과목을 학습함으로써 자아 정체성을 확립하고 자신의 진로에 대한 구체적 계획을 세우며 개성 있는 표현 방법에 대해 자기 주도적으로 탐색하는 자율성과 문제 해결 능력을 기를 수 있다. 또한 학습자는 인문, 사회, 과학, 예술 등 타 분야와 연계한 전공 실기의 창작 활동을 통하여 융합적인 사고 능력과 창의적 표현 능력을 기를 수 있다.", ,[],prof
44,무용의 이해,"‘‘무용의 이해’는 무용의 본질, 역사, 유형 등의 이해를 통해 문화로서 무용의 가치를 이해하는 과목이다. 무용은 신체의 움직임을 통해 표현되지만 예술, 사회, 문화 등 다양한 차원에서 탐색되고 파악될 수 있다. 이 과목은 역사적 흐름 속에서 예술무용과 대중무용의 양식적 특징을 무용과 문화의 관계를 통해 이해하는 내용으로 구성되어 있다. 따라서 무용에 대한 기본적인 이해를 기반으로 무용을 문화로 이해하고 문화적 소양을 함양하는 데 효과적이다. 
  타 예술이나 문화에 대한 폭넓은 기초 지식과 무용에 대한 깊이 있는 지식을 바탕으로 독창적인 아이디어를 만들어 내고, 다양한 분야의 지식을 융합적으로 활용하는 과정을 통해 무용창의성, 무용관계성과 같은 과목의 역량을 계발하게 된다. 
  무용창의성은 새로운 무용 이미지를 만들고 가치를 부여하는 능력과 태도로 무용사고력(이해 능력, 분석 능력, 창의･융합 사고력 등), 무용태도(과제 집착성, 자기주도 학습 능력 등), 무용 작품 구성 능력, 심미적 감성 능력 등을 포함하는 능력이다. 무용관계성은 몸과 움직임을 통한 다양한 개체 및 타인과의 관계 구현 능력으로 관계 의식, 협업 능력, 배려와 수용 능력 등이 이에 해당되는 능력이다.", ,[],prof
45,무용과 몸,"‘무용과 몸’은 무용의 매체인 몸에 대한 이해를 기반으로 몸 이완 및 정렬의 원리와 방법을 익힘으로써 무용신체성을 강화하는 과목이다. 무용은 몸을 통해 자신의 생각이나 느낌을 표현한다. 표현의 매체가 몸이며 이에 대한 이해 및 기능의 개발이 무용에서 가장 기본적인 내용이라고 할 수 있다.
  이 과목을 통해 학습자들은 몸에 대한 이해를 기반으로 몸 이완 및 정렬의 원리와 방법을 익히게 되고, 무용하는 몸의 해부학적 변인(몸의 정렬 상태, 유연성, 평형성, 민첩성 등)과 지식을 이해하고 발전시키는 무용신체성을 향상시키게 된다. 또한 자신의 삶과 건강에 필요한 기초 능력 및 자질을 지속적으로 계발･관리하게 된다. ", ,[],prof
46,무용 기초 실기,"‘무용 기초 실기’는 학습자들이 실기 수업(한국무용, 발레, 현대무용, 재즈댄스, 댄스 스포츠, 힙합 등)을 통해 무용의 기본 원리에 대한 이해와 다양한 기본 동작을 익히는 과목이다. 이 과목에서 학습자들은 무용동작의 기본원리에 대한 이해를 바탕으로 세부 전공별 다양한 기본동작을 익히는 과정을 통해 움직임 감각을 계발하며 전공별 다양한 무용 기능을 수행할 수 있는 무용기술력을 신장시켜 무용표현력을 기른다. 이와 같은 과정을 통해 학습자들은 무용신체성, 무용동작성과 같은 과목의 역량을 계발하게 된다. 무용신체성은 무용하는 몸의 해부학적 변인(몸의 정렬 상태, 유연성, 평형성, 민첩성 등)과 지식을 이해하고 발전시키는 능력이다. 무용동작성은 무용기술의 정확한 수행 능력과 무용동작으로 생각과 느낌을 나타내는 능력으로 움직임 감각, 무용기술력, 무용표현력 등을 포함한다. ", ,[],prof
47,무용 전공 실기,"‘무용 전공 실기’는 전공(한국무용, 발레, 현대무용, 재즈댄스, 댄스 스포츠, 힙합 등)을 심화하고 전문성을 신장시킬 수 있는 실기 과목으로서 기본동작들을 응용하고 확장한다. 학습자들은 이 과목을 통해 세부 전공별로 다양한 기본동작을 응용하고 움직임 감각을 계발하며, 응용동작을 확장하고 작품 표현을 자유롭게 할 수 있게 된다. 이러한 학습 과정 속에서 세부 전공별 다양한 무용 기능을 수행할 수 있는 무용신체성과 무용동작성과 같은 과목의 역량을 계발하게 된다. 무용은 신체를 매개로 움직임을 통해 사상과 감정을 표현하는 예술이다. 따라서 무용에서 신체성과 동작성은 무용 교육에서 가장 기초가 되는 과목의 역량이다. 무용신체성은 무용하는 몸의 해부학적 변인과 모든 성질로서 몸의 정렬상태, 유연성, 평형성, 민첩성 등으로 구성되며, 무용동작성은 외부의 자극에 대하여 움직임으로 반응하는 성질인 움직임 감각과 무용기술의 정확한 수행능력인 무용기술력 그리고 무용동작으로 생각과 느낌을 나타내는 무용표현력으로 구성된다. 그러므로 ‘무용 전공 실기’는 무용신체성과 무용동작성을 심화시키는 성격을 갖고 있다. ", ,[],prof
48,무용 음악 실습,"‘무용 음악 실습’은 심미적 감성 능력에 기초하여 일상의 다양한 소리를 탐색하고 다양한 영역에 대한 폭넓은 기초 지식을 바탕으로 주제에 맞는 음악을 선택, 편집, 제작하는 활동을 통해 음악에 관한 정보 처리 능력과 음악을 움직임에 활용하는 능력을 신장시키는 실습 과목이다. 또한 이 과목은 무용 이미지를 만드는 무용사고력을 기반으로 소리를 탐색하고, 무용 작품에 맞는 음악을 선택, 편집, 제작하는 활동을 통해 심미적 감성 능력을 계발한다. 그러므로 다양한 정보와 자료를 수집, 분석, 평가, 선택하는 것과 관련된 무용창의성과, 관계를 통해 협업하고 문제를 해결하는 무용관계성과 같은 과목의 역량을 계발하게 된다.
  무용창의성은 새로운 무용 이미지를 만들고 가치를 부여하는 능력과 태도로 무용사고력(이해 능력, 분석 능력, 창의･융합 사고력 등), 무용태도(과제 집착성, 자기주도 학습 능력 등), 무용작품 구성 능력, 심미적 감성 능력 등을 포함하는 능력이다. 무용관계성은 몸과 움직임을 통한 다양한 개체 및 타인과의 관계 구현 능력으로 관계 의식, 협업 능력, 배려와 수용 능력 등이 이에 해당되는 능력이다. ", ,[],prof
49,안무,"‘안무’는 무용 동작을 다양한 방식으로 표현함으로써 창의･융합 사고 능력과 심미적 감성 능력을 개발하는 과목이다. 그러므로 본 과목을 통하여 학습자들은 무용의 가장 기본 원리인 동작을 표현하고 구성하는 방법을 익히게 되고, 즉흥을 통해 다양한 동작 탐색과 작품 구성의 방법을 경험하게 된다. 이와 같은 과정을 통해 학습자들은 무용창의성, 무용관계성과 같은 과목의 역량을 계발하게 된다.
  무용창의성은 새로운 무용 이미지를 만들고 가치를 부여하는 능력과 태도로 무용사고력(이해 능력, 분석 능력, 창의･융합 사고력 등), 무용태도(과제 집착성, 자기주도 학습 능력 등), 무용 작품 구성 능력, 심미적 감성 능력 등을 포함하는 능력이다. 무용관계성은 몸과 움직임을 통한 다양한 개체 및 타인과의 관계 구현 능력으로 관계 의식, 협업 능력, 배려와 수용 능력 등이 이에 해당되는 능력이다. ", ,[],prof
50,무용과 매체,"‘무용과 매체’는 미래 사회가 요구하는 정보 처리 능력과 매체를 통한 소통 능력을 신장시키는 과목이다. 매체의 기능과 역할, 선택과 활용 방법을 이해하고 매체를 통한 무용 이미지의 표현을 체험함으로써 매체의 활용 능력을 통한 무용창의성과 무용관계성을 신장시키는 성격을 갖는다. 
  이 과목은 다양한 매체의 기능과 역할 그리고 무용 이미지의 특징을 이해하고 다양한 매체를 통해 무용 이미지를 분석하고 표현하는 내용으로 구성되어 있다. 다양한 매체의 기능을 이해하고 활용하는 과정을 통해 무용의 관점에서 사고하고 다양한 정보를 활용하는 무용창의성과 타인과의 협업능력을 통해 문제를 해결하는 무용관계성과 같은 과목의 역량을 계발하게 된다. 무용창의성은 새로운 무용 이미지를 만들고 가치를 부여하는 능력과 태도로 무용사고력(이해 능력, 분석 능력, 창의･융합 사고력 등), 무용태도(과제 집착성, 자기주도 학습 능력 등), 무용 작품 구성 능력, 심미적 감성 능력 등을 포함하는 능력이다. 무용관계성은 몸과 움직임을 통한 다양한 개체 및 타인과의 관계 구현 능력으로 관계 의식, 협업 능력, 배려와 수용 능력 등이 이에 해당되는 능력이다. ", ,[],prof
51,무용 감상과 비평,"‘무용 감상과 비평’은 무용을 해석하고 평가하는 과정을 통해 감상과 비평 능력을 신장시키는 과목으로, 감상과 비평의 개념을 기초로 감상과 비평의 방법을 이해하고, 그 실제를 경험하는 내용으로 구성되어 있다. 이 과목은 다양한 무용작품의 읽기와 보기, 쓰기를 통해 무용의 의미와 가치를 다양한 측면에서 찾아낼 수 있는 능력을 길러주며, 다양한 무용 작품을 감상하고 분석하는 과정을 통해 무용의 관점에서 사회를 이해하고 분석하는 무용창의성과 같은 과목의 역량을 계발하게 된다. 무용창의성은 새로운 무용 이미지를 만들고 가치를 부여하는 능력과 태도로 무용사고력(이해 능력, 분석 능력, 창의･융합 사고력 등), 무용태도(과제 집착성, 자기주도 학습 능력 등), 무용 작품 구성 능력, 심미적 감성 능력 등을 포함하는 능력이다.", ,[],prof
52,문예 창작 입문,"‘문예 창작 입문’은 문예 창작의 본질과 기본적인 표현 원리에 대하여 탐구하는 과목이다. 학습자는 문예 창작의 본질과 이론 및 기초적인 표현 방법을 학습하여 문예 창작에 대한 흥미와 호기심을 기른다. 그리고 자아에 대한 인식을 통해 삶이 어떻게 문학이 되어가는 지에 대해 진지하게 성찰할 수 있다. 또한, 문학을 매개로 독자와 소통하는 기본적인 창작 원리를 습득함으로써 문학 작품 창작의 기본 소양을 다지고, 삶에 대한 관찰과 삶의 가치에 대한 깊이 있는 성찰을 바탕으로 문학 작품을 창작하기 위한 작가 정신을 기른다. 이를 통해 창의적 발상 능력, 문학적 감수성, 문학적 표현 능력, 개성적 표현 능력, 문학적 매체 융합 능력과 같은 과목의 역량을 계발하게 된다. 창의적 발상 능력은 일상적 경험 또는 상상을 작가의 개성과 창의성을 바탕으로 새롭게 구성할 수 있는 능력이다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학적 표현 능력은 일상어를 문학 언어의 특성에 대한 이해를 바탕으로 미적･함축적 언어로 변용하여 표현할 수 있는 능력이다. 개성적 표현 능력은 일상에 대한 색다른 시각과 독창적 상상력을 바탕으로 자신의 생각과 정서를 개성 있게 표현할 수 있는 능력이다. 문학적 매체 융합 능력은 문자 매체, 공연･영상 매체, 조형 매체 등 다양한 매체의 특성을 이해하고 이를 바탕으로 문학적 글쓰기에 활용할 수 있는 능력이다.", ,[],prof
53,문학 개론,"‘문학 개론’은 문학의 본질과 문학의 기본 개념에 대한 탐구를 바탕으로 구체적인 문학 작품을 감상하고 바람직한 문학관을 수립하는 과목이다. 문학의 본질, 문학과 삶의 관계에 대해 깊이 있게 탐구하여 학습자는 문학에 대한 흥미와 호기심을 기르고, 삶이 언제 문학과 조응하는가에 대해 성찰한다. 또한 문학의 본질과 문학 향유의 원리에 대하여 심층적으로 탐구함으로써 바람직한 문학관을 수립한다. 이를 통해 문학적 감수성, 문학 텍스트 향유 능력, 문학적 매체 융합 능력과 같은 과목의 역량을 계발하게 된다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학 텍스트 향유 능력은 문학 텍스트를 시대의 문학적 관습과 언어적 관습, 사회적 배경, 미적 특질 등과 관련지어 자신의 언어로 재해석하는 능력이다. 문학적 매체 융합 능력은 문자 매체, 공연･영상 매체, 조형 매체 등 다양한 매체의 특성을 이해하고 이를 바탕으로 문학적 글쓰기에 활용할 수 있는 능력이다.", ,[],prof
54,문장론,"‘문장론’은 효과적인 문장의 진술 및 표현 방법에 대한 탐구를 바탕으로 자신의 상상력을 보다 긴밀하고 효과적으로 표현하는 방법을 학습하는 과목이다. 학습자는 개성적인 문체에 대한 탐색의 과정을 통하여 문장 표현에 대한 흥미와 호기심을 높이고, 자신의 생각과 감정, 상상력을 효과적으로 전달할 수 있는 기초적인 문장력을 기른다. 이를 통해 창의적 발상 능력, 문학적 감수성, 문학적 표현 능력, 개성적 표현 능력과 같은 과목의 역량을 계발하게 된다.
창의적 발상 능력은 일상적 경험 또는 상상을 작가의 개성과 창의성을 바탕으로 새롭게 구성할 수 있는 능력이다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학적 표현 능력은 일상어를 문학 언어의 특성에 대한 이해를 바탕으로 보다 미적･함축적인 언어로 변용하여 표현할 수 있는 능력이다.", ,[],prof
55,문학과 매체,"‘문학과 매체’는 문학과 다양한 매체와의 상호 작용에 대한 탐구를 통해 새로운 매체와 문학의 결합을 시도하는 과목이다. 학습자는 문학과 매체의 관계에 대한 폭넓은 탐구를 통해 문학의 본질에 대한 자유로운 논의를 하고, 이를 바탕으로 문학의 다양한 확장 가능성을 탐색한다. 이를 통해 창의적 발상 능력, 문학적 감수성, 문학적 표현 능력, 개성적 표현 능력, 문학적 매체 융합 능력과 같은 과목의 역량을 계발하게 된다.
  창의적 발상 능력은 일상적 경험 또는 상상을 작가의 개성과 창의성을 바탕으로 새롭게 구성할 수 있는 능력이다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학적 표현 능력은 일상어를 문학 언어의 특성에 대한 이해를 바탕으로 보다 미적･함축적 언어로 변용하여 표현할 수 있는 능력이다. 개성적 표현 능력은 일상에 대한 색다른 시각과 독창적 상상력을 바탕으로 자신의 생각과 정서를 개성 있게 표현할 수 있는 능력이다. 문학적 매체 융합 능력은 문자 매체, 공연･영상 매체, 조형 매체 등 다양한 매체의 특성을 이해하고 이를 바탕으로 문학적 글쓰기에 활용할 수 있는 능력이다.", ,[],prof
56,고전문학 감상,"‘고전문학 감상’은 고전문학 작품에 담겨 있는 보편적 가치에 대한 탐구를 바탕으로 고전문학을 수용하고 현대적 변용의 가능성을 탐색하는 과목이다. 학습자는 고전문학의 특질과 가치, 역사적 전개에 대한 탐구를 통하여 고전문학에 대한 흥미와 호기심을 기르고, 구체적 고전문학 작품의 감상과 비평을 통해 시대를 아우르는 문학적 보편성을 통찰하고 문학적 감수성을 기른다. 이를 통해 문학적 감수성, 문학 텍스트 향유 능력과 같은 과목의 역량을 계발하게 된다.
  문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학 텍스트 향유 능력은 문학 텍스트를 시대의 문학적 관습과 언어적 관습, 사회적 배경, 미적 특질 등과 관련지어 자신의 언어로 재해석하는 능력이다.", ,[],prof
57,현대문학 감상,"‘현대문학 감상’은 현대문학 작품에 담겨 있는 갈래별 특징을 고찰하고 고전문학, 세계문학과의 관련성 등에 대하여 탐색하는 과목이다. 학습자는 현대문학의 특징과 흐름에 대한 탐구를 통하여 현대문학에 대한 흥미와 호기심을 기르고, 구체적 현대문학 작품의 감상과 비평을 통해 현대문학의 바탕에 깔린 규범을 수용하고 현 시대를 아우르는 문학적 감수성을 기른다. 이를 통해 문학적 감수성, 문학 텍스트 향유 능력과 같은 과목의 역량을 계발하게 된다.
  문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학 텍스트 향유 능력은 문학 텍스트를 시대의 문학적 관습과 언어적 관습, 사회적 배경, 미적 특질 등과 관련지어 자신의 언어로 재해석하는 능력이다. ", ,[],prof
58,시 창작,"‘시 창작’은 운율, 이미지, 화자 등 시의 주요 요소에 대한 탐구를 바탕으로 자기의 체험과 상상을 시 언어로 표현하는 과목이다. 학습자는 시의 구성 요소를 중심으로 시 창작 과정에 대한 이해와 탐색을 통하여 시 창작에 대한 전문성을 기르고, 이를 바탕으로 자아와 세계 탐색의 과정으로서 시를 창작하는 소양을 쌓는다. 이를 통해 창의적 발상 능력, 문학적 감수성, 문학적 표현 능력, 개성적 표현 능력과 같은 과목의 역량을 계발하게 된다.
  창의적 발상 능력은 일상적 경험 또는 상상을 작가의 개성과 창의성을 바탕으로 새롭게 구성할 수 있는 능력이다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학적 표현 능력은 일상어를 문학 언어의 특성에 대한 이해를 바탕으로 보다 미적･함축적 언어로 변용하여 표현할 수 있는 능력이다. 개성적 표현 능력은 일상에 대한 색다른 시각과 독창적 상상력을 바탕으로 자신의 생각과 정서를 개성 있게 표현할 수 있는 능력이다.", ,[],prof
59,소설 창작,"‘소설 창작’은 플롯, 시점과 서술 등 소설의 주요 요소에 대한 탐구를 바탕으로 자기의 체험과 상상을 소설 언어로 표현하는 과목이다. 학습자는 소설 창작 과정에 대한 이해와 탐색을 통하여 소설 창작에 대한 전문성을 기르고, 이를 바탕으로 자아와 세계 탐색의 과정으로서 소설을 창작하는 소양을 쌓는다. 이를 통해 창의적 발상 능력, 문학적 감수성, 문학적 표현 능력, 개성적 표현 능력과 같은 과목의 역량을 계발하게 된다.
  창의적 발상 능력은 일상적 경험 또는 상상을 작가의 개성과 창의성을 바탕으로 새롭게 구성할 수 있는 능력이다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학적 표현 능력은 일상어를 문학 언어의 특성에 대한 이해를 바탕으로 보다 미적･함축적 언어로 변용하여 표현할 수 있는 능력이다. 개성적 표현 능력은 일상에 대한 색다른 시각과 독창적 상상력을 바탕으로 자신의 생각과 정서를 개성 있게 표현할 수 있는 능력이다.", ,[],prof
60,극 창작,"‘극 창작’은 극적 사건, 대사, 지문, 해설 등 극문학의 주요 요소에 대한 탐구를 바탕으로 자기의 체험과 상상을 극문학으로 표현하는 과목이다. 학습자는 극문학 창작 과정에 대한 이해와 탐색을 통하여 극문학 창작에 대한 전문성을 기르고, 이를 바탕으로 자아와 세계 탐색의 과정으로서 극문학을 창작하는 소양을 쌓는다. 이를 통해 창의적 발상 능력, 문학적 감수성, 문학적 표현 능력, 개성적 표현 능력과 같은 과목의 역량을 계발하게 된다.
  창의적 발상 능력은 일상적 경험 또는 상상을 작가의 개성과 창의성을 바탕으로 새롭게 구성할 수 있는 능력이다. 문학적 감수성은 문학 작품을 감상, 비평하거나 창작하는 과정에서 작가가 자아와 세계에 대한 관찰과 사유를 통해 얻는 정서적 반응이다. 문학적 표현 능력은 일상어를 문학 언어의 특성에 대한 이해를 바탕으로 보다 미적･함축적 언어로 변용하여 표현할 수 있는 능력이다. 개성적 표현 능력은 일상에 대한 색다른 시각과 독창적 상상력을 바탕으로 자신의 생각과 정서를 개성 있게 표현할 수 있는 능력이다. ", ,[],prof
61,연극의 이해,"‘연극의 이해’는 연극 예술에 대한 올바른 이해의 길을 제시하기 위한 과목이다. 연극은 인간으로 하여금 그 인간과 사회에 대해 제대로 이해하고 올바른 태도를 갖도록 해주는 예술이다. 이 과목에서 학습자들은 연극이 여러 예술 장르가 만나는 종합 예술이며, 많은 분야의 사람들이 함께 작품을 만드는 협동 예술이고, 또한 관객과 만남으로써 완성되는 소통의 예술임을 알게 된다. 그리고 연극의 본질과 효능, 연극의 구성 요소, 연극의 종류와 양식에 따른 연극의 흐름을 학습함으로써 공연 예술로서 연극의 과거와 현재는 물론 미래의 동향을 이해한다. 이 과정을 통해 학습자들은 연극적 분석력, 사회성과 같은 과목의 역량을 계발하게 된다. 연극적 분석력은 연극 관련 모든 활동의 기초가 되는 능력으로 참여자와 관찰자의 입장으로 나누어 볼 수 있다. 참여자 입장의 연극적 분석력은 주어진 텍스트의 주제와 이미지를 논리적으로 찾아내고, 작품과 관련된 정보를 효과적으로 수집하고 조사하여 예술적으로 활용함으로써 계발되는 것이다. 관찰자 입장의 연극적 분석력은 예술가들이 창조한 이미지화된 무대 위의 언어를 자신의 예술적 기준으로 평가하고 분석함으로써 계발되는 것이다. 그리고 사회성은 연극을 통해 인간과 사회에 대한 깊은 이해와 통찰의 기회를 갖고, 자아를 성찰하며, 자신의 진로를 찾고, 연극의 활동에 필요한 기초적인 능력 및 자질을 자기 주도적이고 지속적으로 계발하는 능력이다. 또한 사회성은 제작의 체계를 구축하고 제작에 필요한 인적 자원을 구성한 뒤 각기 다른 분야의 스태프들이 서로 유기적이고 체계적으로 협력하여 하나의 연극을 위해 공동 작업을 수행하는 능력이며, 동료들과 작품에 필요한 지식과 정보를 공유하고 공동 창작활동에 필요한 예절 및 관객과 사회에 대한 사회적 책무를 수용할 수 있는 능력을 의미한다.", ,[],prof
62,연기,"‘연기’는 연기의 개념을 이해하고 연기에 필요한 언어와 신체의 표현, 대본 분석 등의 훈련을 통하여 창의적인 표현력을 기르고, 이를 바탕으로 무대와 영상을 포함한 다양한 환경에서 연기할 수 있도록 연기력을 키우는 과목이다. 연기는 극에서 배우가 맡은 배역의 행동이나 성격을 창조하여 나타내는 일 또는 그 기술이다. 자연스런 연기를 위해서 학습자는 다양하고 풍부한 느낌, 정확한 표현이 가능한 목소리와 신체를 지니도록 늘 노력해야 하고, 객관적이고 구체적인 분석 능력도 갖추어야 한다. 이 과정을 통해 학습자들은 연극적 분석력, 연극적 표현력, 사회성, 공감각적 융합 능력과 같은 과목의 역량을 계발하게 된다. 연극적 분석력은 연극 관련 모든 활동의 기초가 되는 능력으로 참여자와 관찰자의 입장으로 나누어 볼 수 있다. 참여자 입장의 연극적 분석력은 주어진 텍스트의 주제와 이미지를 논리적으로 찾아내고, 작품과 관련된 정보를 효과적으로 수집하고 조사하여 예술적으로 활용함으로써 계발되는 것이다. 관찰자 입장의 연극적 분석력은 예술가들이 창조한 이미지화된 무대 위의 언어를 자신의 예술적 기준으로 평가하고 분석함으로써 계발되는 것이다. 그리고 연극적 표현력은 대본(혹은 텍스트)에 대한 분석을 바탕으로 섬세하고 다양하게 구성하여 창의적이고 예술적으로 표현함으로써 계발된다. 배우는 평소 엄격한 자기관리와 다양한 연기 훈련을 하여 분석의 결과로 드러난 의미와 정서를 자신의 몸과 말로 표현할 수 있어야 하고, 스태프들은 그에 합당한 시･청각적 이미지들을 무대 위에 형상화해야 한다. 이러한 연극적 표현력은 여러 예술분야 참여자들 간의 교감을 통해 관객들과 소통할 수 있도록 해야 한다. 사회성은 연극을 통해 인간과 사회에 대한 깊은 이해와 통찰의 기회를 갖고, 자아를 성찰하며, 자신의 진로를 찾고, 연극의 활동에 필요한 기초적인 능력 및 자질을 자기 주도적이고 지속적으로 계발하는 능력이다. 또한 사회성은 제작의 체계를 구축하고 제작에 필요한 인적 자원을 구성한 뒤 각기 다른 분야의 스태프들이 서로 유기적이고 체계적으로 협력하여 하나의 연극을 위해 공동 작업을 수행하는 능력이며, 동료들과 작품에 필요한 지식과 정보를 공유하고 공동 창작활동에 필요한 예절 및 관객과 사회에 대한 사회적 책무를 수용할 수 있는 능력을 의미한다. 공감각적 융합 능력은 글로 쓰인 텍스트를 시･청각적 요소를 활용하여 서로 효과적으로 결합하고 여기에 예술적 생명력을 불어 넣는 능력이다. 이에 있어 연극의 종합 예술적 특성을 이해해야 하며, 배우의 연기와 각 분야별 시청각적 요소들의 효과적인 결합을 탐구하며 여러 분야의 지식과 기술을 융합하여 예술적으로 표현해야 한다.", ,[],prof
